"col1","SourceID","RA_1a","Dec_1a","isStageOne","isStageTwo","isStageThree","isStageFour","ra_1","dec_1","type_1","zpdf_1","zpdf_l68_1","zpdf_h68_1","zminchi2_1","chi2_best_1","m_i_1","m_z_1","m_k_1","mass_med_1","mass_med_min68_1","mass_med_max68_1","mass_best_1","sfr_med_1","sfr_med_min68_1","sfr_med_max68_1","sfr_best_1","Separation_1","ra_2","dec_2","type_2","zpdf_2","zpdf_l68_2","zpdf_h68_2","zminchi2_2","chi2_best_2","m_i_2","m_z_2","m_k_2","mass_med_2","mass_med_min68_2","mass_med_max68_2","mass_best_2","sfr_med_2","sfr_med_min68_2","sfr_med_max68_2","sfr_best_2","Separation_2"
21,4000705532455,150.6796638,2.1966146,0,1,0,0,150.679866,2.196563,0,0.536,0.525,0.545,0.536,2.0709344828,-20.474,-20.607,-20.523,9.329,9.26,9.393,9.355,0.655,0.477,0.835,0.508,0.7507302424534231,150.679538,2.197317,0,2.054,0.746,2.588,2.553,1.0801807692,-19.754,-19.904,-19.907,8.457,8.268,8.648,8.127,0.321,0.215,0.557,0.789,2.5688166800898586
22,4000705532984,150.67354619999998,2.2264376,1,0,0,0,150.673687,2.226308,0,0.23,0.223,0.237,0.229,3.1945068966,-22.079,-22.369,-22.688,10.5,10.466,10.534,10.576,0.411,0.335,0.486,0.536,0.6886347556229658,150.674777,2.225886,0,0.904,0.882,0.921,0.905,2.2252275862,-18.823,-19.042,-18.858,9.149,9.029,9.229,9.218,-0.343,-0.504,-0.21,-0.359,4.852454771869012
23,4000705533312,150.66797549999995,2.2429453,0,0,1,0,150.668167,2.243655,0,0.336,0.327,0.345,0.336,5.2032142857,-22.33,-22.626,-23.43,10.75,10.716,10.784,10.763,0.5,0.432,0.569,0.505,2.64615955066586,150.668167,2.243655,0,0.336,0.327,0.345,0.336,5.2032142857,-22.33,-22.626,-23.43,10.75,10.716,10.784,10.763,0.5,0.432,0.569,0.505,2.64615955066586
24,4000705533383,150.6451245,2.2376505,1,0,0,0,150.645145,2.237538,0,0.621,0.612,0.645,0.618,1.7719259259,-20.434,-20.483,-20.277,9.508,9.451,9.562,9.578,0.107,0.034,0.179,0.132,0.4116590063232438,150.644525,2.237836,0,0.756,0.734,0.776,0.76,1.0058,-20.416,-20.745,-20.918,9.461,9.411,9.508,9.48,1.013,0.924,1.091,1.032,2.25758339411264
25,4000705539435,149.7007293,2.634871,0,0,0,1,149.70054,2.634988,0,0.26,0.253,0.267,0.264,3.2401034483,-20.784,-20.943,-21.012,9.71,9.668,9.749,9.76,0.297,0.228,0.37,0.369,0.8005266546617626,,,,,,,,,,,,,,,,,,,,
26,4000705539529,149.6866264,2.6371612,1,0,0,0,149.686238,2.637428,0,0.698,0.688,0.707,0.7,1.2549,-22.039,-22.265,-22.222,10.116,10.066,10.163,10.102,1.232,1.025,1.346,1.319,1.695127608850668,149.687548,2.637165,0,0.834,0.811,0.852,0.833,0.40578888889,-19.812,-19.657,-19.621,9.025,8.959,9.084,9.021,0.158,0.035,0.279,0.191,3.3142745140624617
27,4000705539677,149.733008,2.6436556,0,0,1,0,149.732239,2.642703,0,0.327,0.32,0.336,0.327,1.9284413793,-20.452,-20.758,-21.259,9.952,9.916,9.987,9.929,0.101,0.032,0.17,0.067,4.405479508219907,149.732239,2.642703,0,0.327,0.32,0.336,0.327,1.9284413793,-20.452,-20.758,-21.259,9.952,9.916,9.987,9.929,0.101,0.032,0.17,0.067,4.405479508219907
28,4000705539941,149.7026524,2.6546235,0,1,0,0,149.702477,2.654904,0,0.237,0.226,0.252,0.233,1.0587,-18.081,-18.221,-18.072,8.657,8.618,8.695,8.657,-1.023,-1.135,-0.938,-1.016,1.190612082953287,149.703617,2.655274,0,1.008,0.965,1.057,1.027,1.0677592593,-19.116,-19.204,-18.542,8.641,8.531,8.761,8.746,0.052,-0.214,0.177,-0.312,4.185310820479276
29,4000705540005,149.7224353,2.6571823,0,0,1,0,149.722928,2.657169,0,0.478,0.457,0.487,0.484,2.0818275862,-21.059,-21.231,-21.272,9.715,9.659,9.763,9.731,0.899,0.811,1.006,0.931,1.7724597208832595,149.722928,2.657169,0,0.478,0.457,0.487,0.484,2.0818275862,-21.059,-21.231,-21.272,9.715,9.659,9.763,9.731,0.899,0.811,1.006,0.931,1.7724597208832595
30,4000705540034,149.7270169,2.6580661,1,0,0,0,149.726845,2.658178,0,1.022,1.013,1.029,1.022,1.1339310345,-22.171,-22.163,-22.21,9.968,9.855,10.04,9.853,1.291,1.167,1.725,1.713,0.7378477809552363,149.727152,2.656617,0,0.717,0.696,0.728,0.719,0.79814642857,-20.446,-20.711,-20.467,9.622,9.541,9.676,9.669,-0.13,-0.245,0.136,-0.177,5.239334164826838
31,4000705540064,149.70149540000003,2.6602711,0,0,0,1,149.70125,2.660353,0,0.499,0.492,0.507,0.501,3.3385793103,-22.365,-22.604,-22.897,10.396,10.359,10.433,10.397,1.409,1.335,1.483,1.416,0.9304383348022783,,,,,,,,,,,,,,,,,,,,
32,4000705540104,149.68887759999996,2.6613829,0,0,0,1,149.688727,2.66148,0,0.694,0.685,0.703,0.694,0.95892758621,-21.731,-21.922,-21.948,9.987,9.952,10.029,10.015,1.2,1.132,1.268,1.2,0.6445897102310189,,,,,,,,,,,,,,,,,,,,
33,4000705540147,149.6986642,2.661838,0,1,0,0,149.698455,2.662011,0,0.432,0.423,0.439,0.432,1.9166285714,-20.69,-20.81,-21.113,9.74,9.706,9.78,9.795,-0.075,-0.16,0.142,-0.066,0.9766504965885544,149.699361,2.660109,0,2.571,1.316,4.387,0.488,0.30256807692,-20.538,-20.726,-20.634,9.424,9.206,9.603,8.993,0.94,0.651,1.234,1.648,6.709848329948126
34,4000705540405,149.7328087,2.6794219,1,0,0,0,149.732597,2.679498,0,0.48,0.473,0.487,0.482,3.9508928571,-22.899,-23.254,-23.758,10.953,10.917,10.988,10.931,1.401,1.326,1.472,1.444,0.8090807325531164,149.733655,2.679337,0,0.272,0.236,0.299,0.28,2.7504461538,-15.647,-16.17,-16.236,8.036,7.819,8.179,8.157,-1.886,-2.188,-1.473,-2.101,3.0586582877547994
35,4000705540519,149.6962977,2.6782622000000003,0,1,0,0,149.696143,2.67826,0,0.387,0.38,0.396,0.387,2.2889142857,-19.318,-19.501,-19.828,8.945,8.907,8.986,8.942,0.304,0.233,0.372,0.324,0.5563680370187242,149.696144,2.679044,0,0.274,0.262,0.284,0.275,1.49555,-18.64,-18.771,-18.824,8.788,8.743,8.843,8.799,-0.145,-0.402,-0.046,-0.119,2.8682384845254143
36,4000705540672,149.7263868,2.672252,0,0,1,0,149.726444,2.672479,0,0.808,0.793,0.834,0.796,0.79161785714,-20.485,-20.58,-20.425,9.481,9.42,9.545,9.546,0.202,-0.034,0.365,0.047,0.8426901613990186,149.725518,2.672446,0,1.233,1.204,1.255,1.246,0.64000740741,-20.487,-20.493,-20.433,9.357,9.303,9.408,9.36,0.539,0.442,0.634,0.545,3.201387117978725
38,4000705546183,150.299997,2.5780832,0,1,0,0,150.299986,2.578365,0,0.601,0.585,0.61,0.604,3.718862069,-22.903,-23.252,-23.607,10.65,10.616,10.684,10.64,2.0,1.932,2.068,1.974,1.0152510316339811,150.300926,2.578252,0,0.28,0.273,0.287,0.282,2.0484551724,-20.356,-20.509,-20.524,9.408,9.369,9.442,9.443,0.301,0.232,0.369,0.386,3.395828982560602
39,4000705546342,150.28368480000003,2.5864694,0,1,0,0,150.284059,2.585317,0,0.348,0.341,0.357,0.349,2.2837551724,-20.872,-21.123,-21.552,9.96,9.92,9.995,10.013,0.129,0.02,0.319,0.167,4.361450695797826,150.284059,2.585317,0,0.348,0.341,0.357,0.349,2.2837551724,-20.872,-21.123,-21.552,9.96,9.92,9.995,10.013,0.129,0.02,0.319,0.167,4.361450695797826
40,4000705546816,150.27635880000005,2.6036226000000005,0,1,0,0,150.27635,2.603899,0,0.694,0.683,0.704,0.695,1.5165892857,-21.743,-21.921,-22.003,10.064,10.016,10.102,10.095,1.108,1.034,1.182,1.117,0.9955431446087329,150.276517,2.602572,0,1.128,1.116,1.156,1.123,1.6611571429,-21.208,-21.209,-21.375,9.53,9.468,9.645,9.472,1.125,0.825,1.24,1.154,3.82471152531263
41,4000705546924,150.282635,2.6098189,1,0,0,0,150.282665,2.610132,0,0.23,0.223,0.237,0.227,2.9035241379,-22.251,-22.527,-22.76,10.5,10.466,10.534,10.583,0.597,0.528,0.667,0.722,1.132311564465734,150.284374,2.610441,0,0.993,0.982,1.005,0.996,2.4433642857,-22.138,-22.385,-22.955,10.168,10.118,10.213,10.138,1.914,1.834,1.984,1.898,6.642812456908529
42,4000705546942,150.3185577,2.6089989,0,0,0,1,150.318545,2.609248,0,0.831,0.822,0.839,0.832,1.9356689655,-22.612,-22.676,-22.963,10.348,10.314,10.383,10.377,1.446,1.359,1.531,1.475,0.8979223153056158,,,,,,,,,,,,,,,,,,,,
43,4000705547180,150.3197391,2.6178114,0,0,0,1,150.319692,2.618035,0,0.992,0.97,1.004,0.998,1.8207517241,-22.856,-23.006,-23.404,10.451,10.409,10.493,10.454,1.798,1.729,1.867,1.787,0.8225881194490694,,,,,,,,,,,,,,,,,,,,
44,4000705547333,150.2871589,2.6251568,0,1,0,0,150.287292,2.626262,0,0.999,0.944,1.05,0.989,1.1610481481,-19.518,-19.614,-19.3,8.697,8.578,8.796,8.587,0.369,0.247,0.632,0.613,4.007408801398575,150.287292,2.626262,0,0.999,0.944,1.05,0.989,1.1610481481,-19.518,-19.614,-19.3,8.697,8.578,8.796,8.587,0.369,0.247,0.632,0.613,4.007408801398575
111,4000706649921,150.0592642,2.21971,0,1,0,0,150.05916,2.219941,2,1.062,1.054,1.069,1.063,4.5755172414,-23.608,-23.881,-24.514,11.123,11.072,11.234,11.076,2.041,1.588,2.149,2.055,0.9121745782436376,150.059076,2.219008,0,0.191,0.129,0.29,0.14,1.14706,-14.465,-14.791,-15.877,7.431,7.201,7.689,7.406,-1.602,-2.057,-1.168,-1.65,2.6163112958356356
128,4000707045178,150.21968769999995,1.6685259,0,0,1,0,150.219484,1.669488,0,3.219,3.151,3.299,3.21,1.1177962963,-22.633,-22.756,-22.754,10.126,10.031,10.201,10.14,1.69,1.603,2.116,1.637,3.54027540127828,150.219484,1.669488,0,3.219,3.151,3.299,3.21,1.1177962963,-22.633,-22.756,-22.754,10.126,10.031,10.201,10.14,1.69,1.603,2.116,1.637,3.54027540127828
129,4000707045688,150.2112865,1.6802951000000002,1,0,0,0,150.211038,1.679906,0,0.574,0.564,0.582,0.574,2.7988517241,-20.621,-21.01,-21.593,9.757,9.718,9.792,9.777,1.0,0.932,1.068,1.028,1.6618513125132448,150.211038,1.679906,0,0.574,0.564,0.582,0.574,2.7988517241,-20.621,-21.01,-21.593,9.757,9.718,9.792,9.777,1.0,0.932,1.068,1.028,1.6618513125132448
130,4000707045792,150.2187753,1.6823293999999998,0,0,0,1,150.218537,1.682715,0,0.744,0.735,0.753,0.743,0.9081137931,-22.146,-22.583,-23.338,10.75,10.709,10.787,10.72,1.355,1.009,1.466,1.363,1.631659222833717,,,,,,,,,,,,,,,,,,,,
131,4000707046151,150.2154644,1.6788845,0,0,0,1,150.215733,1.678153,0,2.442,2.199,2.682,2.485,0.92992962963,-20.355,-20.466,-19.682,9.223,9.131,9.298,9.24,0.417,0.307,0.519,0.424,2.805174677196409,,,,,,,,,,,,,,,,,,,,
132,4000707046655,150.2250439,1.6187669,0,0,0,1,150.224899,1.618762,0,0.202,0.194,0.209,0.202,6.5356551724,-19.457,-19.691,-20.061,9.5,9.466,9.534,9.46,-0.2,-0.268,-0.132,-0.265,0.5217301170550768,,,,,,,,,,,,,,,,,,,,
133,4000707047113,150.231987,1.6279281,0,1,0,0,150.231883,1.627976,2,0.429,0.422,0.437,0.429,8.7949655172,-22.158,-22.441,-22.854,10.606,10.568,10.644,10.626,0.687,0.61,0.764,0.764,0.41206526147038475,150.2318,1.628885,0,2.752,2.603,2.915,2.729,1.2382153846,-21.758,-22.124,-22.761,9.883,9.785,10.044,9.831,1.904,1.724,1.995,1.928,3.5099508387563474
134,4000707047768,150.1973361,1.6317701999999998,0,0,0,1,150.197254,1.631821,0,0.219,0.203,0.228,0.224,2.9165571429,-20.028,-20.305,-20.59,9.756,9.71,9.797,9.774,-0.511,-0.641,-0.395,-0.485,0.34746218648790606,,,,,,,,,,,,,,,,,,,,
135,4000707048117,150.22037580000003,1.6362457,0,0,0,1,150.220284,1.636304,0,0.22,0.172,0.231,0.225,2.5604034483,-20.311,-20.472,-20.643,9.75,9.716,9.784,9.775,-0.3,-0.368,-0.232,-0.244,0.39137909210555744,,,,,,,,,,,,,,,,,,,,
136,4000707049110,150.2269861,1.6481581000000003,0,0,0,1,150.226925,1.648192,0,0.913,0.903,0.921,0.913,0.67877857143,-20.286,-20.68,-20.929,9.416,9.363,9.495,9.421,0.863,0.703,0.999,0.851,0.25146796700241236,,,,,,,,,,,,,,,,,,,,
137,4000707049261,150.2360164,1.6511707999999998,1,0,0,0,150.236343,1.650828,0,0.434,0.424,0.444,0.434,6.3295384615,-19.95,-19.965,-19.537,9.31,9.269,9.352,9.348,-0.384,-0.462,-0.316,-0.325,1.704176484288449,150.236343,1.650828,0,0.434,0.424,0.444,0.434,6.3295384615,-19.95,-19.965,-19.537,9.31,9.269,9.352,9.348,-0.384,-0.462,-0.316,-0.325,1.704176484288449
138,4000707049267,150.233506,1.6518248,0,0,0,1,150.233432,1.651864,0,0.581,0.573,0.588,0.582,1.2360586207,-22.405,-22.701,-23.011,10.604,10.567,10.641,10.627,1.093,1.02,1.166,1.123,0.30137160295519766,,,,,,,,,,,,,,,,,,,,
139,4000707050156,150.2422785,1.6650849,0,0,0,1,150.242134,1.665159,0,0.948,0.934,0.961,0.951,1.4696206897,-21.782,-22.124,-22.392,9.831,9.789,9.877,9.803,1.663,1.585,1.749,1.633,0.5844146205517371,,,,,,,,,,,,,,,,,,,,
183,4000708110752,150.1191228,2.3255794,1,0,0,0,150.11915,2.325979,0,0.609,0.602,0.617,0.608,0.86605714286,-21.015,-21.143,-21.337,9.738,9.69,9.787,9.74,0.787,0.711,0.876,0.768,1.4418832856645791,150.11915,2.325979,0,0.609,0.602,0.617,0.608,0.86605714286,-21.015,-21.143,-21.337,9.738,9.69,9.787,9.74,0.787,0.711,0.876,0.768,1.4418832856645791
189,4000708129678,150.01782769999997,1.8758534,0,0,0,1,150.017804,1.876078,0,1.509,1.471,1.597,1.494,3.6594137931,-22.228,-22.172,-22.207,9.766,9.712,9.879,9.739,1.827,1.527,1.93,1.864,0.8130442638341869,,,,,,,,,,,,,,,,,,,,
190,4000708130341,149.98885719999996,1.9082954,0,0,0,1,149.988806,1.908537,2,0.84,0.828,0.85,0.84,15.146896552,-22.243,-22.459,-23.561,9.752,9.717,9.787,9.759,2.119,2.038,2.303,2.129,0.889054915148096,,,,,,,,,,,,,,,,,,,,
191,4000708130472,149.9883311,1.9127881,0,0,0,1,149.988186,1.91295,0,0.442,0.434,0.448,0.444,2.5106,-20.942,-21.009,-21.168,9.474,9.427,9.531,9.42,1.059,0.975,1.147,1.091,0.7824694333815181,,,,,,,,,,,,,,,,,,,,
192,4000708130489,149.9978715,1.913195,1,0,0,0,149.998421,1.913478,0,1.13,1.107,1.156,1.123,1.1597357143,-20.857,-20.944,-21.091,9.556,9.464,9.664,9.512,1.012,0.691,1.163,1.126,2.224155203936057,149.998421,1.913478,0,1.13,1.107,1.156,1.123,1.1597357143,-20.857,-20.944,-21.091,9.556,9.464,9.664,9.512,1.012,0.691,1.163,1.126,2.224155203936057
193,4000708130598,150.02664309999997,1.9229965,0,0,1,0,150.026526,1.922033,0,4.512,4.214,4.78,4.378,1.1716458333,-21.379,-21.58,-21.724,9.143,8.999,9.328,9.082,1.572,1.333,1.739,1.741,3.494094844796622,150.026526,1.922033,0,4.512,4.214,4.78,4.378,1.1716458333,-21.379,-21.58,-21.724,9.143,8.999,9.328,9.082,1.572,1.333,1.739,1.741,3.494094844796622
254,4000711650187,149.9385911,2.4332617,0,1,0,0,149.93884,2.433355,0,0.302,0.294,0.309,0.304,4.9877931034,-21.802,-22.144,-22.678,10.678,10.637,10.722,10.7,-0.356,-0.443,-0.272,-0.4,0.9561672493926244,149.938225,2.433304,0,0.66,0.653,0.667,0.661,3.4623103448,-22.339,-22.522,-22.919,10.196,10.158,10.237,10.19,1.8,1.732,1.868,1.798,1.325547720273019
255,4000711650343,149.95705669999995,2.4382344,0,0,0,1,149.957298,2.43834,0,0.36,0.353,0.367,0.358,1.6750689655,-21.669,-21.94,-22.243,10.517,10.474,10.553,10.478,-3.599,-4.237,-3.464,-12.462,0.947502392978102,,,,,,,,,,,,,,,,,,,,
256,4000711651159,149.93299330000005,2.4773542,0,0,0,1,149.933384,2.477098,0,0.683,0.673,0.697,0.679,2.1792068966,-23.244,-23.485,-23.716,10.85,10.816,10.884,10.82,1.699,1.63,1.768,1.692,1.6808560029242785,,,,,,,,,,,,,,,,,,,,
259,4000711823694,150.6701085,2.7985244,0,0,1,0,150.669539,2.798013,0,1.702,1.631,1.757,1.7,0.90506071429,-22.926,-23.361,-23.676,10.933,10.838,10.988,10.952,1.141,1.006,1.449,1.091,2.753675785059798,150.669539,2.798013,0,1.702,1.631,1.757,1.7,0.90506071429,-22.926,-23.361,-23.676,10.933,10.838,10.988,10.952,1.141,1.006,1.449,1.091,2.753675785059798
260,4000711823705,150.67754109999996,2.7991157,0,1,0,0,150.677405,2.799197,0,1.101,1.084,1.115,1.106,1.5420392857,-21.532,-21.728,-21.555,9.73,9.682,9.78,9.696,1.218,1.136,1.288,1.225,0.5702191435776321,150.67819,2.800009,0,2.201,1.931,2.589,2.617,0.839432,-19.445,-19.561,-19.894,8.977,8.808,9.075,9.042,0.025,-0.078,0.367,-0.003,3.97315351919264
261,4000711823745,150.63300619999995,2.8005146,0,1,0,0,150.633001,2.800686,0,0.819,0.811,0.828,0.82,0.85454814815,-21.947,-21.895,-21.724,9.912,9.869,9.947,9.922,1.104,1.033,1.173,1.138,0.6173232244003747,150.633459,2.801067,0,1.776,1.262,1.817,1.253,6.8603703704,-21.03,-21.378,-22.599,9.628,9.585,9.675,9.62,2.296,2.226,2.367,2.282,2.5701177976901732
262,4000711823990,150.6533045,2.8093801,1,0,0,0,150.65315,2.809494,0,0.757,0.747,0.769,0.755,1.3611241379,-21.648,-21.618,-21.888,9.95,9.882,10.039,9.871,1.217,0.876,1.391,1.321,0.6904694337488253,150.652578,2.809059,0,2.861,2.754,2.968,2.853,1.0646846154,-22.34,-22.461,-21.989,9.941,9.877,10.009,9.957,1.513,1.431,1.586,1.509,2.856594134283476
263,4000711824027,150.6680978,2.8107758,0,1,0,0,150.668109,2.810698,0,0.773,0.756,0.808,0.775,1.7763321429,-22.412,-22.705,-23.48,10.854,10.816,10.888,10.87,0.996,0.921,1.07,1.009,0.28296042054927567,150.669363,2.81096,0,2.089,1.982,2.163,2.146,1.0564392857,-22.627,-23.006,-22.934,10.163,10.089,10.224,10.183,1.897,1.827,1.968,1.901,4.5973158206374185
264,4000711824098,150.6652325,2.8132052000000005,0,0,1,0,150.665115,2.81323,0,0.859,0.852,0.866,0.856,1.8157,-21.62,-21.767,-21.84,9.873,9.805,9.926,9.945,1.13,1.033,1.295,1.09,0.43182045198668334,150.665643,2.812769,0,1.978,1.801,2.317,1.903,1.359244,-19.827,-20.021,-20.531,9.128,8.924,9.291,9.025,0.607,0.263,0.788,0.737,2.155118999442529
265,4000711824171,150.67240259999997,2.8166543,1,0,0,0,150.672324,2.816678,0,0.488,0.479,0.498,0.487,2.727264,-22.336,-22.582,-22.897,10.782,10.615,10.832,10.824,0.806,0.734,0.877,0.852,0.29521606012619145,150.67172,2.816772,0,0.487,0.472,0.514,0.481,3.755125,-19.428,-19.415,-20.141,9.123,9.074,9.176,9.14,0.383,0.314,0.463,0.391,2.490697583570935
266,4000711824236,150.6708127,2.8185592999999995,0,0,1,0,150.670447,2.819135,0,0.399,0.391,0.408,0.396,1.698076,-21.318,-21.45,-21.505,10.081,10.042,10.125,10.126,0.261,0.183,0.348,0.28,2.4544596643868255,150.67131,2.81798,0,3.234,3.115,3.361,3.198,0.95219130435,-21.795,-21.917,-21.932,9.594,9.501,9.678,9.61,1.387,1.313,1.477,1.382,2.7471040968561087
267,4000711824415,150.6761757,2.8255071,0,1,0,0,150.676514,2.826462,0,4.28,4.023,4.541,4.547,0.45987391304,-23.124,-23.334,-23.507,10.463,10.3,10.584,10.52,1.997,1.853,2.173,1.984,3.6465045020673483,150.676514,2.826462,0,4.28,4.023,4.541,4.547,0.45987391304,-23.124,-23.334,-23.507,10.463,10.3,10.584,10.52,1.997,1.853,2.173,1.984,3.6465045020673483
268,4000711824426,150.6388585,2.8255466,0,1,0,0,150.638596,2.825585,2,0.41,0.403,0.417,0.412,6.07576,-21.143,-21.368,-22.128,9.826,9.777,9.952,9.79,1.516,1.26,1.603,1.518,0.9539209666849213,150.639216,2.826057,0,0.407,0.331,0.455,0.346,1.1516565217,-17.91,-18.093,-17.999,8.597,8.459,8.783,8.541,-0.605,-0.874,-0.179,-0.759,2.242438190502674
269,4000711824508,150.6744769,2.829374,0,0,0,1,150.674364,2.829354,0,0.804,0.795,0.819,0.802,2.667052,-22.053,-22.255,-22.641,10.044,10.006,10.09,10.026,1.687,1.611,1.764,1.661,0.41228020541234617,,,,,,,,,,,,,,,,,,,,
270,4000711824674,150.6831355,2.8328064,0,0,1,0,150.682522,2.832577,0,1.168,1.156,1.213,1.163,10.93852,-22.901,-23.186,-23.615,10.159,10.111,10.202,10.15,2.704,2.365,2.837,2.809,2.3554218991477356,150.682522,2.832577,0,1.168,1.156,1.213,1.163,10.93852,-22.901,-23.186,-23.615,10.159,10.111,10.202,10.15,2.704,2.365,2.837,2.809,2.3554218991477356
279,4000712623197,150.1228962,2.4435601000000005,0,0,0,1,150.122933,2.443511,0,0.33,0.323,0.337,0.331,7.0583103448,-20.105,-20.344,-20.249,9.751,9.713,9.788,9.775,-0.2,-0.268,-0.132,-0.205,0.22082378751467965,,,,,,,,,,,,,,,,,,,,
280,4000712623309,150.118948,2.4572047,0,0,0,1,150.118997,2.457202,2,0.25,0.243,0.257,0.246,11.28275,-22.284,-22.679,-23.25,10.765,10.72,10.8,10.783,1.194,1.124,1.27,1.205,0.1765056433511857,,,,,,,,,,,,,,,,,,,,
281,4000712623362,150.112697,2.4576339,0,0,0,1,150.112717,2.457615,0,0.313,0.304,0.319,0.314,2.5970714286,-20.827,-21.002,-21.473,9.75,9.716,9.784,9.783,0.2,0.132,0.268,0.284,0.09901469382476552,,,,,,,,,,,,,,,,,,,,
282,4000712623432,150.12202340000005,2.4615691,0,0,0,1,150.121985,2.461507,0,0.37,0.363,0.377,0.37,5.3513928571,-20.89,-21.071,-21.575,9.495,9.461,9.532,9.535,0.733,0.648,0.803,0.789,0.2627815072221503,,,,,,,,,,,,,,,,,,,,
321,4000713395906,150.02231730000003,2.1993931,0,1,0,0,150.022246,2.199861,0,0.959,0.948,0.977,0.954,3.8465517241,-21.963,-22.293,-23.091,9.811,9.765,9.85,9.811,1.997,1.927,2.067,2.002,1.7038561206205662,150.023014,2.199257,0,1.514,1.433,1.84,1.451,0.82604642857,-20.874,-21.037,-21.081,9.274,9.208,9.372,9.229,1.196,1.092,1.561,1.603,2.553715399985926
322,4000713396430,150.03474780000005,2.2194592,0,0,1,0,150.034826,2.219773,0,2.153,2.081,2.179,2.162,4.7222142857,-24.066,-24.186,-24.416,10.931,10.889,10.975,10.944,2.102,2.033,2.172,2.098,1.1641784793992667,150.034671,2.218693,0,1.712,1.665,1.753,1.704,2.2679178571,-22.557,-22.699,-22.949,10.5,10.466,10.534,10.499,-2.183,-2.263,-2.104,-2.232,2.7721211745464016
323,4000713396810,150.024039,2.2362264,0,0,0,1,150.024065,2.236537,0,0.724,0.713,0.735,0.724,1.4109068966,-21.839,-22.082,-22.323,10.11,10.038,10.172,10.174,1.363,1.11,1.54,1.149,1.122064795334944,,,,,,,,,,,,,,,,,,,,
324,4000713397113,150.0107125,2.2417455000000004,0,0,0,1,150.010448,2.241745,0,0.55,0.543,0.558,0.55,2.7300888889,-20.755,-20.92,-20.947,9.329,9.28,9.384,9.343,0.93,0.825,1.024,0.911,0.9514729670066683,,,,,,,,,,,,,,,,,,,,
375,4000715194894,150.5507569,2.7320341,0,0,0,1,150.550387,2.732435,0,0.839,0.831,0.847,0.839,2.9655241379,-23.145,-23.202,-23.531,10.559,10.52,10.593,10.555,1.996,1.928,2.067,1.958,1.9626964706769334,,,,,,,,,,,,,,,,,,,,
381,4000715209192,150.3143399,2.2416113,0,1,0,0,150.314173,2.241151,0,1.151,1.144,1.159,1.152,6.2237931034,-23.873,-24.106,-24.467,10.994,10.906,11.077,10.931,2.214,2.062,2.398,2.341,1.7624899006342782,150.313909,2.241918,0,2.943,2.887,3.013,2.947,14.489481481,-22.273,-22.426,-22.168,10.2,10.166,10.234,10.185,0.1,0.032,0.168,0.077,1.9030881795837642
383,4000715700093,150.3964665,1.8277408,0,1,0,0,150.396582,1.828107,0,0.795,0.785,0.805,0.794,2.227925,-21.58,-21.651,-22.107,9.776,9.713,9.829,9.821,1.335,1.246,1.449,1.349,1.3822739784876952,150.396582,1.828107,0,0.795,0.785,0.805,0.794,2.227925,-21.58,-21.651,-22.107,9.776,9.713,9.829,9.821,1.335,1.246,1.449,1.349,1.3822739784876952
384,4000715700373,150.3878706,1.8391952,0,0,0,1,150.388142,1.839085,0,1.231,1.213,1.254,1.221,1.0028392857,-21.14,-21.178,-21.456,9.659,9.593,9.764,9.602,1.23,0.828,1.347,1.283,1.0540449131750549,,,,,,,,,,,,,,,,,,,,
385,4000715700544,150.37626569999995,1.845929,0,0,0,1,150.376176,1.845917,0,0.2,0.193,0.207,0.196,3.3093758621,-18.377,-18.497,-18.479,8.599,8.565,8.634,8.709,-0.7,-0.768,-0.632,-0.569,0.3256307230366653,,,,,,,,,,,,,,,,,,,,
386,4000715700597,150.3940779,1.848256,0,0,0,1,150.394284,1.847835,0,0.801,0.771,0.841,0.791,0.69935357143,-19.74,-20.04,-20.047,9.372,9.254,9.477,9.461,-0.058,-0.211,0.186,-0.391,1.687298278875761,,,,,,,,,,,,,,,,,,,,
387,4000715700613,150.3975469,1.8486644,0,1,0,0,150.397595,1.849052,0,0.824,0.813,0.835,0.823,1.5088931034,-22.067,-22.205,-22.704,10.304,10.266,10.339,10.334,1.256,1.143,1.42,1.2,1.406052169826395,150.397325,1.848188,0,0.345,0.329,0.362,0.347,0.67451071429,-17.988,-18.056,-18.256,8.687,8.602,8.779,8.688,-1.054,-1.169,-0.879,-1.157,1.8917831822682973
388,4000715700658,150.3736149,1.8520453,0,0,0,1,150.37361,1.851694,0,1.153,1.142,1.164,1.152,2.1283142857,-22.122,-22.182,-22.789,10.302,10.26,10.342,10.306,1.303,1.233,1.374,1.296,1.2648028886132914,,,,,,,,,,,,,,,,,,,,
389,4000715700715,150.3941288,1.8523119,0,0,1,0,150.39424,1.852284,0,0.813,0.801,0.827,0.811,1.6947571429,-21.68,-21.751,-21.78,9.963,9.922,9.997,9.967,1.21,1.135,1.278,1.202,0.41252498534090426,150.39429,1.852735,0,0.807,0.794,0.827,0.802,1.5438285714,-20.711,-20.698,-21.219,9.566,9.491,9.644,9.606,0.87,0.734,1.174,0.824,1.6298575858966804
